code,name,days,start_date,end_date,years,annual_return,annual_return_1y,annual_return_3y,annual_volatility,sharpe,max_drawdown,calmar,avg_turnover
sz.159367,华夏创业板50ETF,330,2025-02-14,2026-06-26,1.31,0.7552419731817113,1.2265135699373695,,0.3175562673258676,2.315312430685633,-0.21327014218009477,3.5412456964742463,11184560.764950002
sz.159368,华夏创业板新能源ETF,305,2025-03-24,2026-06-26,1.21,0.4938191339552458,0.7624861265260823,,0.34667093428874557,1.3667691377916247,-0.18839103869653762,2.621245348886765,273184554.5242334
sz.159369,易方达创业板50ETF,202,2025-08-21,2026-06-26,0.8,0.9579464693335675,0.9579464693335675,,0.3327682272319831,2.8186178624550466,-0.13001485884101044,7.367976844131323,16056170.477333335
sz.159371,富国创业板50ETF,333,2025-02-12,2026-06-26,1.32,0.7441544687076689,1.2072916666666669,,0.3456860260801379,2.0948329237346535,-0.21421800947867298,3.473818426931817,7822146.649683332
sz.159373,嘉实创业板50ETF,335,2025-02-10,2026-06-26,1.33,0.7560129720784796,1.2402061855670103,,0.31199866347250554,2.3590260416078346,-0.20825515947467174,3.6302244515119773,54730156.16680001
sz.159375,国泰创业板50ETF,350,2025-01-10,2026-06-26,1.39,0.8348916734715974,1.23837784371909,,0.3085207296182009,2.641286614614319,-0.2027149321266968,4.118550442795158,14331232.5711
sz.159376,浦银安盛中证A500ETF,349,2025-01-13,2026-06-26,1.38,0.30388870689328473,0.3702989392478304,,0.17991604514178922,1.5778954382281811,-0.12256267409470753,2.4794555857883913,7107724.185616667
sz.159377,国泰创业板医药卫生ETF,289,2025-04-15,2026-06-26,1.15,-0.12172891360826887,-0.22885129118432768,,0.2205202944187972,-0.6427023598068798,-0.35179640718562877,-0.3460209118737175,14252462.788549999
sz.159378,永赢国证通用航空产业ETF,350,2025-01-10,2026-06-26,1.39,0.09364198785096867,0.013673655423883435,,0.31040184598546033,0.2372472612628024,-0.33888228299643275,0.27632600625496373,38019174.4343
sz.159379,融通中证A500ETF,341,2025-01-23,2026-06-26,1.35,0.3120331140853796,0.40175953079178894,,0.20013074238570508,1.4592116663543586,-0.1282758620689655,2.4325162119559165,8294551.186333332
sz.159380,A500ETF东财,352,2025-01-08,2026-06-26,1.4,0.30755199542523015,0.3969171483622349,,0.1703518778975483,1.6879884094859665,-0.11627906976744186,2.6449471606569794,8755265.130150001
sz.159381,华夏创业板人工智能ETF,305,2025-03-24,2026-06-26,1.21,1.4496506903854476,2.0785791173304626,,0.4531691902225245,3.154783514041259,-0.22026887280248186,6.581278016914216,477886842.27161664
sz.159382,南方创业板人工智能ETF,275,2025-05-09,2026-06-26,1.09,1.9071589220889265,2.055871212121212,,0.4394357489313527,4.294504774994382,-0.1451282051282051,13.141201053262924,190331399.3590167
sz.159385,富国中证诚通国企数字经济ETF,260,2025-05-30,2026-06-26,1.03,1.1243955028590404,1.195564516129032,,0.34004624167892483,3.247780353066869,-0.1710442024343369,6.573713033569149,12021587.416766666
sz.159386,永赢中证A500ETF,334,2025-02-11,2026-06-26,1.33,0.27711154035077845,0.37875751503005994,,0.18261858947101733,1.4079154871119162,-0.12524271844660195,2.2125960198550527,22333542.46395
sz.159387,国泰创业板新能源ETF,254,2025-06-10,2026-06-26,1.01,0.7517080843410395,0.740336967294351,,0.3321602103161493,2.2028769901265464,-0.12774338773213273,5.884516589753428,370267051.7686666
sz.159388,国泰创业板人工智能ETF,296,2025-04-07,2026-06-26,1.17,2.132941435910543,2.044334975369458,,0.4270955310348458,4.947233774118214,-0.14713750668806844,14.496245613515658,151755979.10248333
sz.159389,嘉实中证诚通国企数字经济ETF,260,2025-05-30,2026-06-26,1.03,1.1217228707886417,1.188318227593152,,0.343850887436634,3.204071622446142,-0.17541613316261204,6.394639139313352,10023248.481016666
sz.159390,国联中证A50ETF,294,2025-04-09,2026-06-26,1.17,0.23604016547643414,0.2018604651162792,,0.14657847764072998,1.4738873602300446,-0.07415902140672781,3.182892128280164,11528176.590983333
sz.159392,富国国证通用航空产业ETF,272,2025-05-14,2026-06-26,1.08,0.02511556713948271,0.02507522567703102,,0.3115044492095514,0.01642213185867348,-0.3346354166666667,0.07505352359191719,7512678.4904000005
sz.159393,万家沪深300ETF,315,2025-03-10,2026-06-26,1.25,0.24873315178808575,0.32665330661322645,,0.15733316049652998,1.4538140025041353,-0.10263929618768317,2.423371564563924,17730929.22788333
sz.159395,大成深证基准做市信用债ETF,339,2025-01-27,2026-06-26,1.35,0.022193986986480452,0.02079207920792081,,0.012716094861987213,0.172536223604232,-0.012807881773398918,1.7328382147136792,1074679803.6690335
sz.159396,博时深证基准做市信用债ETF,337,2025-02-06,2026-06-26,1.34,0.020843830266364494,0.019821605550049526,,0.013343519453561777,0.06323895800513486,-0.012820512820512941,1.6258187607764152,277575017.20451665
sz.159397,广发深证基准做市信用债ETF,336,2025-02-07,2026-06-26,1.33,0.020162318097219245,0.01984126984126977,,0.012434995517808016,0.013053329772961376,-0.011857707509881433,1.7003554928654883,1969737651.2147996
sz.159398,天弘深证基准做市信用债ETF,337,2025-02-06,2026-06-26,1.34,0.01934051246778723,0.01883052527254714,,0.012741075991123093,-0.05176074082536247,-0.010869565217391424,1.7793271470364056,2277078960.7099333
sz.159399,国泰富时中国A股自由现金流聚焦ETF,322,2025-02-27,2026-06-26,1.28,-0.039898247515945395,-0.06280667320902844,,0.16064994333053084,-0.37284947802755924,-0.24266455194290243,-0.16441728796603644,185313284.22321665
sz.159400,景顺长城深证AAA科技创新公司债ETF,227,2025-07-17,2026-06-26,0.9,0.019962116966236954,0.019962116966236954,,0.010893083192025945,-0.0034777145363929997,-0.010978043912175658,1.8183673818335828,942324340.5149667
sz.159500,富国中证500ETF,196,2025-08-29,2026-06-26,0.78,0.3763709915152236,0.3763709915152236,,0.23142450723032762,1.5399016974487567,-0.14206787687450667,2.649233590276602,16571752.43185
sz.159501,嘉实纳斯达克100ETF(QDII),733,2023-06-14,2026-06-26,2.91,0.2690884594124947,0.3877551020408163,,0.21717202970568686,1.1469638136645002,-0.24839124839124846,1.0833250412617013,190251621.0415167
sz.159502,嘉实标普生物科技精选行业ETF(QDII),592,2024-01-10,2026-06-26,2.35,0.1874076427059621,0.725752508361204,,0.2799899029399541,0.5979059992812095,-0.32337434094903333,0.5795377646722416,195701419.08674997
sz.159506,富国恒生港股通创新药及医疗保健ETF,722,2023-07-03,2026-06-26,2.87,0.012115464583494662,-0.23837638376383763,,0.34180476106865015,-0.02306736568517769,-0.39930151338766007,0.030341644540005583,380816068.71526676
sz.159507,广发国证通信ETF,726,2023-06-21,2026-06-26,2.88,0.5020302873588989,2.019178082191781,,0.33143979640639654,1.4543524724105703,-0.28125,1.784996577276085,56000748.51251667
sz.159509,景顺长城纳斯达克科技ETF(QDII),696,2023-08-08,2026-06-26,2.76,0.4200595389722763,0.6688061617458281,,0.31530531826341757,1.2688004794072392,-0.3046919163369135,1.3786369655694932,1059796077.1107167
sz.159511,南方中证通信服务ETF,697,2023-08-07,2026-06-26,2.77,0.4555935612634241,1.590697674418605,,0.3262477330470365,1.3351619555947158,-0.23935091277890466,1.9034544551090515,24614409.027666666
sz.159512,广发中证全指汽车ETF,706,2023-07-25,2026-06-26,2.8,0.0010467832516851683,-0.271499644633973,,0.26693455975770236,-0.0710032330228006,-0.3416827231856134,0.0030636118851011408,8142895.455
