code,tradeStatus,code_name,is_etf,is_index,ipoDate,outDate,type,status
sh.512500,1,华夏中证500ETF,True,False,2015-05-29,,5,1
sh.512510,1,华泰柏瑞中证500ETF,True,False,2015-06-12,,5,1
sh.512520,1,华泰柏瑞MSCI中国A股国际通ETF,True,False,2018-05-18,,5,1
sh.512530,1,建信沪深300红利ETF,True,False,2019-09-23,,5,1
sh.512550,1,嘉实富时中国A50ETF,True,False,2017-08-07,,5,1
sh.512560,1,易方达中证军工ETF,True,False,2017-07-28,,5,1
sh.512570,1,易方达中证全指证券公司ETF,True,False,2017-08-11,,5,1
sh.512580,1,广发中证环保ETF,True,False,2017-02-28,,5,1
sh.512600,1,嘉实中证主要消费ETF,True,False,2014-07-25,,5,1
sh.512620,1,天弘中证农业主题ETF,True,False,2025-11-21,,5,1
sh.512630,1,广发中证卫星产业ETF,True,False,2025-10-22,,5,1
sh.512640,1,嘉实中证金融地产ETF,True,False,2014-07-25,,5,1
sh.512650,1,添富中证长三角ETF,True,False,2019-10-25,,5,1
sh.512660,1,国泰中证军工ETF,True,False,2016-08-08,,5,1
sh.512670,1,鹏华中证国防ETF,True,False,2019-08-01,,5,1
sh.512680,1,广发中证军工ETF,True,False,2016-10-14,,5,1
sh.512690,1,鹏华中证酒ETF,True,False,2019-05-06,,5,1
sh.512700,1,南方中证银行ETF,True,False,2017-07-26,,5,1
sh.512710,1,富国中证军工龙头ETF,True,False,2019-08-26,,5,1
sh.512720,1,国泰中证计算机主题ETF,True,False,2019-08-16,,5,1
sh.512730,1,鹏华中证银行ETF,True,False,2020-02-07,,5,1
sh.512750,1,嘉实中证锐联基本面50ETF,True,False,2019-07-05,,5,1
sh.512760,1,国泰CES芯片ETF,True,False,2019-06-12,,5,1
sh.512770,1,华夏战略新兴成指ETF,True,False,2018-08-16,,5,1
sh.512800,1,华宝中证银行ETF,True,False,2017-08-03,,5,1
sh.512810,1,华宝中证军工ETF,True,False,2016-08-22,,5,1
sh.512820,1,汇添富中证银行ETF,True,False,2018-11-23,,5,1
sh.512870,1,南华中证杭州湾区ETF,True,False,2019-02-22,,5,1
sh.512880,1,国泰中证全指证券公司ETF,True,False,2016-08-08,,5,1
sh.512890,1,华泰柏瑞中证红利低波动ETF,True,False,2019-01-18,,5,1
sh.512900,1,南方中证全指证券公司ETF,True,False,2017-03-31,,5,1
sh.512910,1,广发中证A100ETF,True,False,2019-07-01,,5,1
sh.512930,1,平安人工智能ETF,True,False,2019-08-23,,5,1
sh.512940,1,华安中证有色金属矿业主题ETF,True,False,2026-02-26,,5,1
sh.512950,1,华夏中证央企ETF,True,False,2019-01-18,,5,1
sh.512960,1,博时央企结构调整ETF,True,False,2019-01-18,,5,1
sh.512970,1,平安粤港澳大湾区发展主题ETF,True,False,2019-11-11,,5,1
sh.512980,1,广发中证传媒ETF,True,False,2018-01-19,,5,1
sh.512990,1,华夏MSCI中国A股国际通ETF,True,False,2015-03-25,,5,1
sh.513000,1,易方达奥明日经225ETF(QDII),True,False,2019-06-25,,5,1
sh.513010,1,易方达恒生科技ETF(QDII),True,False,2021-05-25,,5,1
sh.513020,1,国泰中证港股通科技ETF,True,False,2022-02-08,,5,1
sh.513030,1,华安德国(DAX)ETF(QDII),True,False,2014-09-05,,5,1
sh.513040,1,易方达中证港股通互联网ETF,True,False,2023-06-12,,5,1
sh.513050,1,易方达中证海外中国互联网50(QDII-ETF),True,False,2017-01-18,,5,1
sh.513060,1,博时恒生医疗保健(QDII-ETF),True,False,2021-03-29,,5,1
sh.513070,1,易方达中证港股通消费主题ETF,True,False,2022-03-24,,5,1
sh.513080,1,华安法国CAC40ETF(QDII),True,False,2020-06-12,,5,1
sh.513090,1,易方达中证香港证券投资主题ETF,True,False,2020-03-26,,5,1
sh.513100,1,国泰纳斯达克100(QDII-ETF),True,False,2013-05-15,,5,1
sh.513110,1,华泰柏瑞纳斯达克100ETF(QDII),True,False,2023-03-20,,5,1
sh.513120,1,广发中证香港创新药(QDII-ETF),True,False,2022-07-12,,5,1
sh.513130,1,华泰柏瑞南方东英恒生科技指数ETF(QDII),True,False,2021-06-01,,5,1
sh.513140,1,华泰柏瑞中证港股通金融服务ETF(QDII),True,False,2023-01-12,,5,1
sh.513150,1,华泰柏瑞中证港股通科技ETF,True,False,2022-02-11,,5,1
sh.513160,1,银华恒生港股通中国科技ETF,True,False,2022-02-09,,5,1
sh.513170,1,鹏华恒生中国央企(QDII),True,False,2024-04-19,,5,1
sh.513180,1,华夏恒生科技ETF(QDII),True,False,2021-05-25,,5,1
sh.513190,1,华夏中证港股通内地金融ETF,True,False,2023-10-11,,5,1
sh.513200,1,易方达中证港股通医药卫生综合ETF,True,False,2022-02-11,,5,1
sh.513210,1,易方达恒生ETF(QDII),True,False,2024-04-22,,5,1
sh.513220,1,招商中证全球中国互联网ETF(QDII),True,False,2022-07-15,,5,1
sh.513230,1,华夏中证港股通消费主题ETF,True,False,2022-01-24,,5,1
sh.513240,1,华安中证港股通信息技术综合ETF,True,False,2026-05-08,,5,1
sh.513260,1,汇添富恒生科技ETF(QDII),True,False,2022-09-13,,5,1
sh.513280,1,汇添富恒生生物科技ETF(QDII),True,False,2022-07-18,,5,1
sh.513290,1,汇添富纳斯达克生物科技ETF,True,False,2022-08-29,,5,1
sh.513300,1,华夏纳斯达克100ETF(QDII),True,False,2020-11-05,,5,1
sh.513310,1,华泰柏瑞中证韩交所中韩半导体ETF(QDII),True,False,2022-12-22,,5,1
sh.513320,1,易方达恒生港股通新经济ETF,True,False,2022-03-21,,5,1
sh.513330,1,华夏恒生互联网科技业ETF(QDII),True,False,2021-02-08,,5,1
sh.513350,1,富国标普石油天然气勘探及生产精选行业ETF(QDII),True,False,2023-11-28,,5,1
sh.513360,1,博时全球中国教育(QDII-ETF),True,False,2021-06-17,,5,1
sh.513380,1,广发恒生科技(QDII-ETF),True,False,2022-05-12,,5,1
sh.513390,1,博时纳斯达克100ETF,True,False,2023-05-08,,5,1
sh.513400,1,鹏华道琼斯工业平均ETF(QDII),True,False,2024-02-02,,5,1
sh.513500,1,博时标普500ETF(QDII),True,False,2014-01-15,,5,1
sh.513520,1,华夏野村日经225ETF(QDII),True,False,2019-06-25,,5,1
sh.513530,1,华泰柏瑞中证港股通高股息投资ETF(QDII),True,False,2022-04-25,,5,1
sh.513550,1,华泰柏瑞中证港股通50ETF,True,False,2021-01-13,,5,1
sh.513560,1,兴银中证港股通科技ETF,True,False,2023-02-13,,5,1
sh.513580,1,华安恒生科技(QDII-ETF),True,False,2021-05-27,,5,1
sh.513590,1,鹏华中证港股通消费主题ETF,True,False,2021-08-19,,5,1
sh.513600,1,南方恒指ETF,True,False,2015-01-26,,5,1
sh.513620,1,银华中证港股通医疗主题ETF,True,False,2026-05-18,,5,1
sh.513630,1,摩根标普港股通低波红利ETF,True,False,2023-12-08,,5,1
sh.513650,1,南方标普500ETF(QDII),True,False,2023-04-04,,5,1
sh.513660,1,华夏沪港通恒生ETF,True,False,2015-01-26,,5,1
sh.513690,1,博时恒生高股息ETF,True,False,2021-05-20,,5,1
sh.513700,1,鹏华中证港股通医药卫生综合交易ETF,True,False,2021-08-06,,5,1
sh.513720,1,国泰中证港股通互联网ETF,True,False,2026-01-09,,5,1
sh.513730,1,华泰柏瑞南方东英新交所泛东南亚科技ETF(QDII),True,False,2023-12-01,,5,1
sh.513750,1,广发中证港股通非银ETF,True,False,2023-11-27,,5,1
sh.513770,1,华宝中证港股通互联网ETF,True,False,2022-02-18,,5,1
sh.513780,1,景顺长城中证港股通创新药ETF,True,False,2024-10-25,,5,1
sh.513800,1,南方顶峰TOPIX(ETF-QDII),True,False,2019-06-25,,5,1
sh.513810,1,华夏中证香港内地国有企业ETF(QDII),True,False,2023-09-01,,5,1
sh.513820,1,汇添富中证港股通高股息投资ETF,True,False,2024-05-16,,5,1
sh.513830,1,嘉实中证港股通高股息投资ETF,True,False,2025-03-07,,5,1
sh.513850,1,易方达MSCI美国50ETF(QDII),True,False,2023-11-17,,5,1
sh.513860,1,海富通中证港股通科技ETF,True,False,2021-07-02,,5,1
sh.513870,1,富国纳斯达克100ETF(QDII),True,False,2023-11-02,,5,1
sh.513880,1,华安日经225ETF(QDII),True,False,2019-06-25,,5,1
sh.513890,1,摩根恒生科技ETF(QDII),True,False,2022-01-21,,5,1
sh.513900,1,华安CES港股通精选100ETF,True,False,2018-05-25,,5,1
sh.513910,1,华夏中证港股通央企红利ETF,True,False,2024-03-04,,5,1
sh.513920,1,华安恒生港股通中国央企红利ETF,True,False,2024-01-05,,5,1
sh.513930,1,华泰柏瑞恒生生物科技ETF,True,False,2026-03-18,,5,1
sh.513950,1,富国恒生港股通高股息低波动ETF(QDII),True,False,2023-04-28,,5,1
sh.513970,1,景顺长城恒生消费ETF(QDII),True,False,2023-04-21,,5,1
