timestamp,current,high,open,low,close,chg,percent,amount,volume,avg,date
2025-05-13,7176.6331,7281.1992,7277.6914,7173.107,7176.6331,-29.8394,-0.41%,612.81,1689.7,,2025-05-13
2025-05-14,7198.5706,7260.5981,7199.4373,7146.5515,7198.5706,21.9375,0.31%,604.33,1579.79,,2025-05-14
2025-05-15,7059.1355,7186.4651,7186.4651,7049.7136,7059.1355,-139.4351,-1.94%,505.55,1556.62,,2025-05-15
2025-05-16,7040.227,7082.6719,7039.8133,7016.3081,7040.227,-18.9085,-0.27%,442.76,1284.59,,2025-05-16
2025-05-19,7023.2887,7044.9971,7026.4379,6948.8231,7023.2887,-16.9383,-0.24%,414.76,1226.54,,2025-05-19
2025-05-20,7054.9479,7082.6063,7021.7163,6993.1199,7054.9479,31.6592,0.45%,414.8,1161.69,,2025-05-20
2025-05-21,7006.7597,7029.5444,7028.5656,6963.7353,7006.7597,-48.1882,-0.68%,413.65,1171.71,,2025-05-21
2025-05-22,6977.0,7064.5702,6990.4217,6968.0399,6977.0,-29.7597,-0.42%,407.19,1167.82,,2025-05-22
2025-05-23,6859.646,6994.548,6959.9124,6859.646,6859.646,-117.354,-1.68%,412.23,1168.94,,2025-05-23
2025-05-26,6900.9963,6910.2768,6856.155,6848.5553,6900.9963,41.3503,0.60%,373.31,1134.7,,2025-05-26
2025-05-27,6831.3279,6890.2306,6884.8809,6815.9532,6831.3279,-69.6684,-1.01%,345.55,1073.76,,2025-05-27
2025-05-28,6847.8554,6889.5071,6845.0505,6825.5229,6847.8554,16.5275,0.24%,357.5,1102.55,,2025-05-28
2025-05-29,6949.5641,6966.8226,6864.9477,6864.9477,6949.5641,101.7087,1.49%,434.33,1303.02,,2025-05-29
2025-05-30,6895.3833,6914.2832,6913.83,6871.7974,6895.3833,-54.1808,-0.78%,352.39,1187.22,,2025-05-30
2025-06-03,6936.7839,6986.0492,6872.7543,6872.7543,6936.7839,41.4006,0.60%,370.46,1189.16,,2025-06-03
2025-06-04,7028.7051,7036.6812,6948.8751,6948.8751,7028.7051,91.9212,1.33%,472.62,1316.98,,2025-06-04
2025-06-05,7226.5806,7236.4428,7040.6241,7021.0395,7226.5806,197.8755,2.82%,611.23,1566.98,,2025-06-05
2025-06-06,7239.7739,7269.3606,7206.3745,7198.7601,7239.7739,13.1933,0.18%,520.43,1272.17,,2025-06-06
2025-06-09,7283.4161,7310.666,7266.2017,7252.3486,7283.4161,43.6422,0.60%,606.02,1585.13,,2025-06-09
2025-06-10,7201.3541,7332.6704,7328.3588,7137.1728,7201.3541,-82.062,-1.13%,651.59,1639.48,,2025-06-10
2025-06-11,7204.3388,7270.8553,7207.5575,7195.1461,7204.3388,2.9847,0.04%,498.61,1454.68,,2025-06-11
2025-06-12,7215.4678,7270.6686,7194.9045,7180.3143,7215.4678,11.129,0.15%,615.53,1525.47,,2025-06-12
2025-06-13,7163.5435,7238.3899,7174.1941,7125.0136,7163.5435,-51.9243,-0.72%,599.57,1718.64,,2025-06-13
2025-06-16,7250.9767,7297.4843,7155.3396,7154.9711,7250.9767,87.4332,1.22%,569.18,1496.82,,2025-06-16
2025-06-17,7237.5744,7296.085,7271.7021,7210.8943,7237.5744,-13.4023,-0.18%,479.74,1388.5,,2025-06-17
2025-06-18,7313.8744,7338.0613,7212.6023,7186.8744,7313.8744,76.3,1.05%,575.85,1405.14,,2025-06-18
2025-06-19,7282.6738,7384.4588,7299.4422,7255.8962,7282.6738,-31.2006,-0.43%,586.53,1461.21,,2025-06-19
2025-06-20,7187.964,7295.1793,7278.3162,7175.0927,7187.964,-94.7098,-1.30%,478.31,1137.72,,2025-06-20
2025-06-23,7162.1452,7212.5406,7114.6649,7114.6649,7162.1452,-25.8188,-0.36%,490.95,1206.85,,2025-06-23
2025-06-24,7333.9362,7335.0035,7197.23,7197.23,7333.9362,171.791,2.40%,612.15,1563.03,,2025-06-24
2025-06-25,7521.8259,7525.2286,7382.8978,7369.7511,7521.8259,187.8897,2.56%,761.26,1792.61,,2025-06-25
2025-06-26,7524.3367,7618.4825,7555.9746,7521.6974,7524.3367,2.5108,0.03%,759.49,1725.64,,2025-06-26
2025-06-27,7579.4297,7649.1217,7546.4975,7477.2353,7579.4297,55.093,0.73%,752.09,1887.19,,2025-06-27
2025-06-30,7710.3806,7711.2704,7617.0793,7605.3361,7710.3806,130.9509,1.73%,760.57,1854.13,,2025-06-30
2025-07-01,7708.4872,7727.9323,7695.8535,7653.1699,7708.4872,-1.8934,-0.02%,623.54,1754.84,,2025-07-01
2025-07-02,7568.0883,7658.0689,7658.0689,7546.9048,7568.0883,-140.3989,-1.82%,564.34,1698.83,,2025-07-02
2025-07-03,7652.7998,7661.6482,7590.7951,7579.6364,7652.7998,84.7115,1.12%,590.97,1681.63,,2025-07-03
2025-07-04,7630.1567,7733.2337,7646.7482,7606.3323,7630.1567,-22.6431,-0.30%,658.14,1663.88,,2025-07-04
2025-07-07,7577.1104,7625.9385,7594.5182,7522.5843,7577.1104,-53.0463,-0.70%,565.68,1451.92,,2025-07-07
2025-07-08,7767.2298,7767.2298,7595.3333,7578.3319,7767.2298,190.1194,2.51%,697.83,1710.06,,2025-07-08
2025-07-09,7678.6479,7779.0248,7760.6145,7662.6993,7678.6479,-88.5819,-1.14%,600.98,1631.11,,2025-07-09
2025-07-10,7654.7336,7701.0216,7697.5627,7593.9733,7654.7336,-23.9143,-0.31%,651.17,1647.09,,2025-07-10
2025-07-11,7731.9942,7777.5348,7659.3382,7623.4116,7731.9942,77.2606,1.01%,712.71,1928.52,,2025-07-11
2025-07-14,7703.6912,7752.9087,7726.6936,7689.1441,7703.6912,-28.303,-0.37%,599.59,1827.13,,2025-07-14
2025-07-15,7906.9525,7938.9279,7782.4775,7777.7912,7906.9525,203.2613,2.64%,905.38,1959.94,,2025-07-15
2025-07-16,7906.7213,8058.6534,7936.9288,7898.8944,7906.7213,-0.2312,0.00%,971.31,1863.17,,2025-07-16
2025-07-17,8117.4496,8117.4496,7889.258,7889.258,8117.4496,210.7283,2.67%,975.79,2127.23,,2025-07-17
2025-07-18,8092.1022,8211.0338,8127.0008,8051.551,8092.1022,-25.3474,-0.31%,950.51,2171.42,,2025-07-18
2025-07-21,8088.0626,8114.7701,8086.74,8021.3521,8088.0626,-4.0396,-0.05%,874.8,2430.77,,2025-07-21
2025-07-22,8077.8514,8148.3445,8072.4476,8043.0775,8077.8514,-10.2112,-0.13%,1027.39,3012.98,,2025-07-22
2025-07-23,8066.755,8128.8373,8046.222,8022.7939,8066.755,-11.0964,-0.14%,849.06,2552.99,,2025-07-23
2025-07-24,8127.0969,8127.0969,8100.3441,8062.4581,8127.0969,60.3419,0.75%,858.55,2328.8,,2025-07-24
2025-07-25,8213.6922,8220.7744,8131.5212,8106.7545,8213.6922,86.5953,1.07%,775.79,2021.08,,2025-07-25
2025-07-28,8368.4329,8388.8748,8255.1244,8207.6587,8368.4329,154.7407,1.88%,1016.22,2393.86,,2025-07-28
2025-07-29,8512.2646,8512.2646,8345.1622,8345.1622,8512.2646,143.8317,1.72%,1047.72,2269.75,,2025-07-29
2025-07-30,8429.1522,8505.6169,8493.7382,8351.8987,8429.1522,-83.1124,-0.98%,1005.52,2341.46,,2025-07-30
2025-07-31,8345.9762,8566.8584,8467.5915,8316.4261,8345.9762,-83.176,-0.99%,1159.57,2361.68,,2025-07-31
2025-08-01,8253.0164,8424.8319,8308.4895,8188.9739,8253.0164,-92.9598,-1.11%,867.85,1993.44,,2025-08-01
